Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
LoginScenarios,Chrome 63.0.3239.132,,2018-03-02 09:29:53,2018-03-02 09:30:59,1m - 5.434s,PASSED
,,,,,,
Test Cases/Login_TestCases/VerifyPresenceOfFields_Links_LoginPage,Chrome 63.0.3239.132,"TC001-Verify whether user Id and Password fields appear\nTC002- Verify the presence of Register, Forgot password and Change password link in Login page.",2018-03-02 09:29:55,2018-03-02 09:30:30,34.550s,PASSED
openBrowser,Chrome 63.0.3239.132,,2018-03-02 09:29:56,2018-03-02 09:30:12,16.062s,PASSED
navigateToUrl,Chrome 63.0.3239.132,,2018-03-02 09:30:12,2018-03-02 09:30:26,14.004s,PASSED
verifyElementPresent,Chrome 63.0.3239.132,,2018-03-02 09:30:26,2018-03-02 09:30:29,2.510s,PASSED
verifyElementPresent,Chrome 63.0.3239.132,,2018-03-02 09:30:29,2018-03-02 09:30:29,0.238s,PASSED
verifyElementText,Chrome 63.0.3239.132,,2018-03-02 09:30:29,2018-03-02 09:30:30,0.439s,PASSED
verifyElementText,Chrome 63.0.3239.132,,2018-03-02 09:30:30,2018-03-02 09:30:30,0.261s,PASSED
"Statement - loginButtonPresent = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Page_BugsUI login/button_Login), 0)",Chrome 63.0.3239.132,,2018-03-02 09:30:30,2018-03-02 09:30:30,0.130s,PASSED
Statement - If (loginButtonPresent),Chrome 63.0.3239.132,,2018-03-02 09:30:30,2018-03-02 09:30:30,0.082s,PASSED
,,,,,,
Test Cases/Login_TestCases/InvalidLoginsCases,Chrome 63.0.3239.132,TC004- Verify whether user is able to login with only user ID\nTC005 - Verify whether user is able to login with only Password\nTC006 - Verify whether user is able to login by giving wrong credentials,2018-03-02 09:30:30,2018-03-02 09:30:36,5.787s,PASSED
setText,Chrome 63.0.3239.132,,2018-03-02 09:30:31,2018-03-02 09:30:31,0.301s,PASSED
