Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
LoginScenarios,Chrome 66.0.3359.139,,2018-05-16 12:41:53,2018-05-16 12:42:37,43.632s,PASSED
,,,,,,
Test Cases/Login_TestCases/VerifyPresenceOfFields_Links_LoginPage,Chrome 66.0.3359.139,"TC001-Verify whether user Id and Password fields appear\nTC002- Verify the presence of Register, Forgot password and Change password link in Login page.",2018-05-16 12:41:54,2018-05-16 12:42:06,11.427s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-16 12:41:55,2018-05-16 12:41:59,4.450s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-16 12:41:59,2018-05-16 12:42:04,5.001s,PASSED
verifyElementPresent,Chrome 66.0.3359.139,,2018-05-16 12:42:04,2018-05-16 12:42:05,0.655s,PASSED
verifyElementPresent,Chrome 66.0.3359.139,,2018-05-16 12:42:05,2018-05-16 12:42:05,0.061s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-16 12:42:05,2018-05-16 12:42:05,0.155s,PASSED
verifyElementText,Chrome 66.0.3359.139,,2018-05-16 12:42:05,2018-05-16 12:42:05,0.112s,PASSED
"Statement - loginButtonPresent = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Page_BugsUI login/button_Login), 0)",Chrome 66.0.3359.139,,2018-05-16 12:42:05,2018-05-16 12:42:05,0.061s,PASSED
Statement - If (loginButtonPresent),Chrome 66.0.3359.139,,2018-05-16 12:42:05,2018-05-16 12:42:06,0.136s,PASSED
,,,,,,
Test Cases/Login_TestCases/InvalidLoginsCases,Chrome 66.0.3359.139,TC004- Verify whether user is able to login with only user ID\nTC005 - Verify whether user is able to login with only Password\nTC006 - Verify whether user is able to login by giving wrong credentials,2018-05-16 12:42:06,2018-05-16 12:42:13,7.655s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-16 12:42:06,2018-05-16 12:42:07,0.899s,PASSED
