Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
RegressionTestSuite,Chrome 66.0.3359.181,,2018-06-06 17:49:03,2018-06-06 17:57:43,8m - 40.264s,FAILED
,,,,,,
Test Cases/Login_TestCases/VerifyPresenceOfFields_Links_LoginPage,Chrome 66.0.3359.181,"TC001-Verify whether user Id and Password fields appear\nTC002- Verify the presence of Register, Forgot password and Change password link in Login page.",2018-06-06 17:49:03,2018-06-06 17:49:15,11.708s,PASSED
openBrowser,Chrome 66.0.3359.181,,2018-06-06 17:49:04,2018-06-06 17:49:08,3.960s,PASSED
navigateToUrl,Chrome 66.0.3359.181,,2018-06-06 17:49:08,2018-06-06 17:49:14,6.037s,PASSED
verifyElementPresent,Chrome 66.0.3359.181,,2018-06-06 17:49:14,2018-06-06 17:49:14,0.668s,PASSED
verifyElementPresent,Chrome 66.0.3359.181,,2018-06-06 17:49:14,2018-06-06 17:49:14,0.064s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-06-06 17:49:14,2018-06-06 17:49:15,0.165s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-06-06 17:49:15,2018-06-06 17:49:15,0.130s,PASSED
"Statement - loginButtonPresent = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Page_BugsUI login/button_Login), 0)",Chrome 66.0.3359.181,,2018-06-06 17:49:15,2018-06-06 17:49:15,0.060s,PASSED
Statement - If (loginButtonPresent),Chrome 66.0.3359.181,,2018-06-06 17:49:15,2018-06-06 17:49:15,0.124s,PASSED
,,,,,,
Test Cases/Login_TestCases/InvalidLoginsCases,Chrome 66.0.3359.181,TC004- Verify whether user is able to login with only user ID\nTC005 - Verify whether user is able to login with only Password\nTC006 - Verify whether user is able to login by giving wrong credentials,2018-06-06 17:49:15,2018-06-06 17:49:23,7.782s,PASSED
setText,Chrome 66.0.3359.181,,2018-06-06 17:49:15,2018-06-06 17:49:16,0.916s,PASSED
Statement - loginButtonClickable = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementClickable(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Page_BugsUI login/button_Login)),Chrome 66.0.3359.181,,2018-06-06 17:49:16,2018-06-06 17:49:16,0.119s,PASSED
Statement - If (loginButtonClickable),Chrome 66.0.3359.181,,2018-06-06 17:49:16,2018-06-06 17:49:16,0.250s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-06-06 17:49:16,2018-06-06 17:49:17,0.128s,PASSED
setText,Chrome 66.0.3359.181,,2018-06-06 17:49:17,2018-06-06 17:49:17,0.408s,PASSED
"Statement - com.kms.katalon.core.webui.common.WebUiCommonHelper.findWebElement(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Page_BugsUI login/input_value_userid), 2).clear()",Chrome 66.0.3359.181,,2018-06-06 17:49:17,2018-06-06 17:49:17,0.136s,PASSED
click,Chrome 66.0.3359.181,,2018-06-06 17:49:17,2018-06-06 17:49:17,0.220s,PASSED
verifyElementText,Chrome 66.0.3359.181,,2018-06-06 17:49:17,2018-06-06 17:49:18,0.126s,PASSED
setText,Chrome 66.0.3359.181,,2018-06-06 17:49:18,2018-06-06 17:49:18,0.905s,PASSED
click,Chrome 66.0.3359.181,,2018-06-06 17:49:18,2018-06-06 17:49:19,0.254s,PASSED
delay,Chrome 66.0.3359.181,,2018-06-06 17:49:19,2018-06-06 17:49:22,3.057s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Page_BugsUI login/small_Invalid User IdPassword), 0))",Chrome 66.0.3359.181,,2018-06-06 17:49:22,2018-06-06 17:49:22,0.239s,PASSED
closeBrowser,Chrome 66.0.3359.181,,2018-06-06 17:49:22,2018-06-06 17:49:23,0.724s,PASSED
,,,,,,
Test Cases/Login_TestCases/ValidSuccessfulLogin,Chrome 66.0.3359.181,Login into Bugzilla UI,2018-06-06 17:49:23,2018-06-06 17:49:33,9.986s,PASSED
openBrowser,Chrome 66.0.3359.181,,2018-06-06 17:49:23,2018-06-06 17:49:25,1.675s,PASSED
navigateToUrl,Chrome 66.0.3359.181,,2018-06-06 17:49:25,2018-06-06 17:49:29,4.650s,PASSED
setText,Chrome 66.0.3359.181,,2018-06-06 17:49:29,2018-06-06 17:49:31,1.476s,PASSED
setText,Chrome 66.0.3359.181,,2018-06-06 17:49:31,2018-06-06 17:49:32,0.776s,PASSED
click,Chrome 66.0.3359.181,,2018-06-06 17:49:32,2018-06-06 17:49:32,0.310s,PASSED
verifyElementAttributeValue,Chrome 66.0.3359.181,,2018-06-06 17:49:32,2018-06-06 17:49:32,0.163s,PASSED
closeBrowser,Chrome 66.0.3359.181,,2018-06-06 17:49:32,2018-06-06 17:49:33,0.702s,PASSED
,,,,,,
Test Cases/Login_TestCases/Login using ENTER keyword,Chrome 66.0.3359.181,Login using ENTER keyword instead of using submit button,2018-06-06 17:49:33,2018-06-06 17:49:42,9.771s,PASSED
openBrowser,Chrome 66.0.3359.181,,2018-06-06 17:49:33,2018-06-06 17:49:35,1.667s,PASSED
navigateToUrl,Chrome 66.0.3359.181,,2018-06-06 17:49:35,2018-06-06 17:49:39,4.499s,PASSED
setText,Chrome 66.0.3359.181,,2018-06-06 17:49:39,2018-06-06 17:49:41,1.466s,PASSED
setText,Chrome 66.0.3359.181,,2018-06-06 17:49:41,2018-06-06 17:49:41,0.751s,PASSED
sendKeys,Chrome 66.0.3359.181,,2018-06-06 17:49:41,2018-06-06 17:49:42,0.249s,PASSED
verifyElementAttributeValue,Chrome 66.0.3359.181,,2018-06-06 17:49:42,2018-06-06 17:49:42,0.154s,PASSED
closeBrowser,Chrome 66.0.3359.181,,2018-06-06 17:49:42,2018-06-06 17:49:42,0.708s,PASSED
,,,,,,
Test Cases/NewBugCreation_TestCases/NewBugPage,Chrome 66.0.3359.181,,2018-06-06 17:49:43,2018-06-06 17:50:04,21.676s,PASSED
openBrowser,Chrome 66.0.3359.181,,2018-06-06 17:49:43,2018-06-06 17:49:44,1.601s,PASSED
maximizeWindow,Chrome 66.0.3359.181,,2018-06-06 17:49:44,2018-06-06 17:49:45,0.187s,PASSED
navigateToUrl,Chrome 66.0.3359.181,,2018-06-06 17:49:45,2018-06-06 17:49:49,4.446s,PASSED
setText,Chrome 66.0.3359.181,,2018-06-06 17:49:49,2018-06-06 17:49:51,1.427s,PASSED
setText,Chrome 66.0.3359.181,,2018-06-06 17:49:51,2018-06-06 17:49:51,0.840s,PASSED
