Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
NewBugPageScenarios,Chrome 63.0.3239.132,All testcases belonging to this scenario,2018-03-02 10:06:41,2018-03-02 10:07:31,50.536s,PASSED
,,,,,,
Test Cases/NewBugCreation_TestCases/NewBugPage,Chrome 63.0.3239.132,,2018-03-02 10:06:42,2018-03-02 10:07:11,28.897s,PASSED
Statement - act_classification_Options = new java.util.ArrayList(),Chrome 63.0.3239.132,,2018-03-02 10:06:44,2018-03-02 10:06:44,0.006s,PASSED
Statement - exp_classification_Options = new java.util.ArrayList(),Chrome 63.0.3239.132,,2018-03-02 10:06:44,2018-03-02 10:06:44,0.003s,PASSED
openBrowser,Chrome 63.0.3239.132,,2018-03-02 10:06:44,2018-03-02 10:06:50,6.197s,PASSED
maximizeWindow,Chrome 63.0.3239.132,,2018-03-02 10:06:50,2018-03-02 10:06:51,1.346s,PASSED
navigateToUrl,Chrome 63.0.3239.132,,2018-03-02 10:06:51,2018-03-02 10:06:57,5.991s,PASSED
setText,Chrome 63.0.3239.132,,2018-03-02 10:06:57,2018-03-02 10:06:58,0.542s,PASSED
setText,Chrome 63.0.3239.132,,2018-03-02 10:06:58,2018-03-02 10:06:58,0.469s,PASSED
click,Chrome 63.0.3239.132,,2018-03-02 10:06:58,2018-03-02 10:06:58,0.260s,PASSED
delay,Chrome 63.0.3239.132,,2018-03-02 10:06:58,2018-03-02 10:07:01,3.050s,PASSED
Statement - newBugTabVisible = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementVisible(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Page_BugsUI Dashboard/a_New bug)),Chrome 63.0.3239.132,,2018-03-02 10:07:01,2018-03-02 10:07:02,0.170s,PASSED
Statement - If (newBugTabVisible),Chrome 63.0.3239.132,,2018-03-02 10:07:02,2018-03-02 10:07:02,0.168s,PASSED
verifyElementText,Chrome 63.0.3239.132,,2018-03-02 10:07:02,2018-03-02 10:07:03,0.908s,PASSED
verifyElementText,Chrome 63.0.3239.132,,2018-03-02 10:07:03,2018-03-02 10:07:03,0.150s,PASSED
delay,Chrome 63.0.3239.132,,2018-03-02 10:07:03,2018-03-02 10:07:06,3.006s,PASSED
Statement - defaultClassificationValue = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Page_BugsUI New Bug/DefaultClassification)),Chrome 63.0.3239.132,,2018-03-02 10:07:06,2018-03-02 10:07:06,0.160s,PASSED
"Statement - println(""------Selected default value------:"" + defaultClassificationValue)",Chrome 63.0.3239.132,,2018-03-02 10:07:06,2018-03-02 10:07:06,0.006s,PASSED
verifyEqual,Chrome 63.0.3239.132,,2018-03-02 10:07:06,2018-03-02 10:07:06,0.016s,PASSED
Statement - defaultPackageUIValue = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Page_BugsUI New Bug/DefaultPackageUI)),Chrome 63.0.3239.132,,2018-03-02 10:07:06,2018-03-02 10:07:06,0.136s,PASSED
"Statement - println(""------Selected default package value------:"" + defaultPackageUIValue)",Chrome 63.0.3239.132,,2018-03-02 10:07:06,2018-03-02 10:07:06,0.001s,PASSED
verifyEqual,Chrome 63.0.3239.132,,2018-03-02 10:07:06,2018-03-02 10:07:06,0.003s,PASSED
delay,Chrome 63.0.3239.132,,2018-03-02 10:07:06,2018-03-02 10:07:07,1.004s,PASSED
selectOptionByLabel,Chrome 63.0.3239.132,,2018-03-02 10:07:07,2018-03-02 10:07:07,0.241s,PASSED
verifyElementText,Chrome 63.0.3239.132,,2018-03-02 10:07:07,2018-03-02 10:07:07,0.095s,PASSED
delay,Chrome 63.0.3239.132,,2018-03-02 10:07:07,2018-03-02 10:07:10,3.003s,PASSED
selectOptionByLabel,Chrome 63.0.3239.132,,2018-03-02 10:07:10,2018-03-02 10:07:11,0.242s,PASSED
