Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
BugPage_GeneralTabScenarios,Chrome 66.0.3359.139,,2018-05-08 14:55:36,2018-05-08 14:56:24,47.925s,PASSED
,,,,,,
Test Cases/BugPage_GeneralTab_TestCases/VerifyBugInfoFields_CanBe_Edited_Commited,Chrome 66.0.3359.139,,2018-05-08 14:55:36,2018-05-08 14:56:13,37.180s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-08 14:55:37,2018-05-08 14:55:40,3.253s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-08 14:55:40,2018-05-08 14:55:46,6.261s,PASSED
maximizeWindow,Chrome 66.0.3359.139,,2018-05-08 14:55:46,2018-05-08 14:55:47,0.217s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-08 14:55:47,2018-05-08 14:55:48,1.038s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-08 14:55:48,2018-05-08 14:55:48,0.856s,PASSED
click,Chrome 66.0.3359.139,,2018-05-08 14:55:48,2018-05-08 14:55:49,0.262s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-08 14:55:49,2018-05-08 14:55:49,0.579s,PASSED
delay,Chrome 66.0.3359.139,,2018-05-08 14:55:49,2018-05-08 14:55:50,1.045s,PASSED
sendKeys,Chrome 66.0.3359.139,,2018-05-08 14:55:50,2018-05-08 14:55:51,0.263s,PASSED
delay,Chrome 66.0.3359.139,,2018-05-08 14:55:51,2018-05-08 14:55:54,3.003s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(BugsPage_GeneralTab/a_General), 1))",Chrome 66.0.3359.139,,2018-05-08 14:55:54,2018-05-08 14:55:54,0.279s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(BugsPage_GeneralTab/bugInfoBox), 1))",Chrome 66.0.3359.139,,2018-05-08 14:55:54,2018-05-08 14:55:54,0.554s,PASSED
newKey.ClearFields.ClearTextField,Chrome 66.0.3359.139,,2018-05-08 14:55:54,2018-05-08 14:55:55,0.525s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-08 14:55:55,2018-05-08 14:55:57,1.911s,PASSED
click,Chrome 66.0.3359.139,,2018-05-08 14:55:57,2018-05-08 14:55:57,0.248s,PASSED
Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyAlertPresent(2)),Chrome 66.0.3359.139,,2018-05-08 14:55:57,2018-05-08 14:55:58,1.238s,PASSED
delay,Chrome 66.0.3359.139,,2018-05-08 14:55:58,2018-05-08 14:56:04,6.002s,PASSED
click,Chrome 66.0.3359.139,,2018-05-08 14:56:04,2018-05-08 14:56:05,0.319s,PASSED
delay,Chrome 66.0.3359.139,,2018-05-08 14:56:05,2018-05-08 14:56:07,2.002s,PASSED
verifyElementPresent,Chrome 66.0.3359.139,,2018-05-08 14:56:07,2018-05-08 14:56:07,0.062s,PASSED
verifyElementPresent,Chrome 66.0.3359.139,,2018-05-08 14:56:07,2018-05-08 14:56:07,0.050s,PASSED
verifyElementPresent,Chrome 66.0.3359.139,,2018-05-08 14:56:07,2018-05-08 14:56:07,0.061s,PASSED
newKey.ClearFields.ClearTextField,Chrome 66.0.3359.139,,2018-05-08 14:56:07,2018-05-08 14:56:07,0.425s,PASSED
Statement - newAliasName = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(BugsPage_GeneralTab/input_alias)),Chrome 66.0.3359.139,,2018-05-08 14:56:07,2018-05-08 14:56:07,0.123s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-08 14:56:07,2018-05-08 14:56:08,0.588s,PASSED
click,Chrome 66.0.3359.139,,2018-05-08 14:56:08,2018-05-08 14:56:08,0.311s,PASSED
Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyAlertPresent(2)),Chrome 66.0.3359.139,,2018-05-08 14:56:08,2018-05-08 14:56:09,1.126s,PASSED
delay,Chrome 66.0.3359.139,,2018-05-08 14:56:09,2018-05-08 14:56:13,4.003s,PASSED
,,,,,,
Test Cases/BugPage_GeneralTab_TestCases/VerifyStatusBoxFields_canBe_Edited,Chrome 66.0.3359.139,,2018-05-08 14:56:13,2018-05-08 14:56:23,9.322s,PASSED
delay,Chrome 66.0.3359.139,,2018-05-08 14:56:14,2018-05-08 14:56:16,2.003s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(BugsPage_GeneralTab/Status-Box/statusBox), 1))",Chrome 66.0.3359.139,,2018-05-08 14:56:16,2018-05-08 14:56:17,0.947s,PASSED
selectOptionByLabel,Chrome 66.0.3359.139,,2018-05-08 14:56:17,2018-05-08 14:56:17,0.487s,PASSED
click,Chrome 66.0.3359.139,,2018-05-08 14:56:17,2018-05-08 14:56:18,0.264s,PASSED
delay,Chrome 66.0.3359.139,,2018-05-08 14:56:18,2018-05-08 14:56:20,2.001s,PASSED
Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyAlertPresent(2)),Chrome 66.0.3359.139,,2018-05-08 14:56:20,2018-05-08 14:56:20,0.029s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(BugsPage_GeneralTab/checkbox_forceCommit), 1))",Chrome 66.0.3359.139,,2018-05-08 14:56:20,2018-05-08 14:56:22,2.530s,PASSED
Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyAlertPresent(2)),Chrome 66.0.3359.139,,2018-05-08 14:56:22,2018-05-08 14:56:22,0.054s,PASSED
Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyAlertPresent(2)),Chrome 66.0.3359.139,,2018-05-08 14:56:22,2018-05-08 14:56:23,0.577s,PASSED
