Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
ProductAddScenarios,Chrome 63.0.3239.132,,2018-02-27 14:48:52,2018-02-27 14:49:27,34.976s,PASSED
,,,,,,
Test Cases/ProductAdd_TestCases/VerifyProductAddPageLoads,Chrome 63.0.3239.132,,2018-02-27 14:48:53,2018-02-27 14:49:20,27.258s,PASSED
openBrowser,Chrome 63.0.3239.132,,2018-02-27 14:48:53,2018-02-27 14:48:58,4.415s,PASSED
navigateToUrl,Chrome 63.0.3239.132,,2018-02-27 14:48:58,2018-02-27 14:49:15,16.965s,PASSED
setText,Chrome 63.0.3239.132,,2018-02-27 14:49:15,2018-02-27 14:49:15,0.290s,PASSED
setText,Chrome 63.0.3239.132,,2018-02-27 14:49:15,2018-02-27 14:49:15,0.214s,PASSED
click,Chrome 63.0.3239.132,,2018-02-27 14:49:15,2018-02-27 14:49:15,0.167s,PASSED
verifyElementAttributeValue,Chrome 63.0.3239.132,,2018-02-27 14:49:15,2018-02-27 14:49:15,0.091s,PASSED
Statement - productAddTabVisible = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementVisible(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Page_BugsUI Dashboard/a_Product)),Chrome 63.0.3239.132,,2018-02-27 14:49:15,2018-02-27 14:49:15,0.108s,PASSED
delay,Chrome 63.0.3239.132,,2018-02-27 14:49:15,2018-02-27 14:49:17,2.032s,PASSED
Statement - If (productAddTabVisible),Chrome 63.0.3239.132,,2018-02-27 14:49:17,2018-02-27 14:49:18,0.347s,PASSED
delay,Chrome 63.0.3239.132,,2018-02-27 14:49:18,2018-02-27 14:49:20,2.005s,PASSED
verifyElementText,Chrome 63.0.3239.132,,2018-02-27 14:49:20,2018-02-27 14:49:20,0.146s,PASSED
,,,,,,
Test Cases/ProductAdd_TestCases/VerifyMandatoryMarkNextToFields,Chrome 63.0.3239.132,,2018-02-27 14:49:20,2018-02-27 14:49:20,0.430s,PASSED
"Statement - mandatoryElements = com.kms.katalon.core.webui.common.WebUiCommonHelper.findWebElements(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Page_BugsUI productAdd/span_), 0)",Chrome 63.0.3239.132,,2018-02-27 14:49:20,2018-02-27 14:49:20,0.053s,PASSED
"Statement - println(""Size of Mandatory fields is:----"" + mandatoryElements.size())",Chrome 63.0.3239.132,,2018-02-27 14:49:20,2018-02-27 14:49:20,0.006s,PASSED
verifyEqual,Chrome 63.0.3239.132,,2018-02-27 14:49:20,2018-02-27 14:49:20,0.016s,PASSED
,,,,,,
Test Cases/ProductAdd_TestCases/ValidationOf_All_ProductAddPage_Fields,Chrome 63.0.3239.132,,2018-02-27 14:49:20,2018-02-27 14:49:22,1.297s,PASSED
verifyElementText,Chrome 63.0.3239.132,,2018-02-27 14:49:21,2018-02-27 14:49:21,0.066s,PASSED
verifyElementPresent,Chrome 63.0.3239.132,,2018-02-27 14:49:21,2018-02-27 14:49:21,0.075s,PASSED
verifyElementText,Chrome 63.0.3239.132,,2018-02-27 14:49:21,2018-02-27 14:49:21,0.078s,PASSED
verifyElementPresent,Chrome 63.0.3239.132,,2018-02-27 14:49:21,2018-02-27 14:49:21,0.047s,PASSED
verifyElementText,Chrome 63.0.3239.132,,2018-02-27 14:49:21,2018-02-27 14:49:21,0.086s,PASSED
verifyElementPresent,Chrome 63.0.3239.132,,2018-02-27 14:49:21,2018-02-27 14:49:21,0.049s,PASSED
verifyElementText,Chrome 63.0.3239.132,,2018-02-27 14:49:21,2018-02-27 14:49:21,0.075s,PASSED
verifyElementPresent,Chrome 63.0.3239.132,,2018-02-27 14:49:21,2018-02-27 14:49:21,0.029s,PASSED
verifyElementText,Chrome 63.0.3239.132,,2018-02-27 14:49:21,2018-02-27 14:49:21,0.052s,PASSED
verifyElementPresent,Chrome 63.0.3239.132,,2018-02-27 14:49:21,2018-02-27 14:49:21,0.034s,PASSED
verifyElementText,Chrome 63.0.3239.132,,2018-02-27 14:49:21,2018-02-27 14:49:22,0.071s,PASSED
verifyElementPresent,Chrome 63.0.3239.132,,2018-02-27 14:49:22,2018-02-27 14:49:22,0.040s,PASSED
verifyElementText,Chrome 63.0.3239.132,,2018-02-27 14:49:22,2018-02-27 14:49:22,0.059s,PASSED
verifyElementPresent,Chrome 63.0.3239.132,,2018-02-27 14:49:22,2018-02-27 14:49:22,0.029s,PASSED
verifyElementText,Chrome 63.0.3239.132,,2018-02-27 14:49:22,2018-02-27 14:49:22,0.055s,PASSED
verifyElementPresent,Chrome 63.0.3239.132,,2018-02-27 14:49:22,2018-02-27 14:49:22,0.030s,PASSED
,,,,,,
Test Cases/ProductAdd_TestCases/VerifyAdditionOfSuccessfulProduct,Chrome 63.0.3239.132,,2018-02-27 14:49:22,2018-02-27 14:49:22,0.621s,PASSED
selectOptionByLabel,Chrome 63.0.3239.132,,2018-02-27 14:49:22,2018-02-27 14:49:22,0.169s,PASSED
setText,Chrome 63.0.3239.132,,2018-02-27 14:49:22,2018-02-27 14:49:22,0.252s,PASSED
